player_id,name,pos,team,games,ep_std,ppg_std,gap_std,gapc_std,ep_half,ppg_half,gap_half,gapc_half,ep_ppr,ppg_ppr,gap_ppr,gapc_ppr,td_luck_pg,tgt_pg,tgt_share,carry_pg
00-0038891,Shedrick Jackson,WR,LV,3,2.04,3.67,1.63,2.17,2.44,4.33,1.89,2.35,2.85,5.0,2.15,2.6,0.233,1.67,0.06,0.33
00-0038933,Dalton Kincaid,TE,BUF,12,5.1,6.75,1.65,1.85,6.45,8.38,1.93,2.08,7.81,10.0,2.19,2.32,0.164,4.08,0.15,0.0
00-0038935,Brenton Strange,TE,JAX,12,5.02,5.5,0.48,0.68,6.8,7.42,0.62,0.77,8.59,9.33,0.74,0.87,0.046,5.0,0.16,0.0
00-0038938,Jalin Hyatt,WR,NYG,5,3.22,0.4,-2.82,-2.28,3.91,0.9,-3.01,-2.55,4.61,1.4,-3.21,-2.76,-0.126,2.33,0.08,0.0
00-0038951,Sean Tucker,RB,TB,14,5.79,5.36,-0.43,0.32,6.09,5.64,-0.45,0.2,6.39,5.93,-0.46,0.15,0.079,0.65,0.02,5.06
00-0038953,Dylan Drummond,WR,ATL,4,2.71,0.75,-1.96,-1.42,3.6,1.62,-1.98,-1.52,4.48,2.5,-1.98,-1.53,-0.185,1.83,0.07,0.0
00-0038976,Marvin Mims Jr.,WR,DEN,15,3.74,3.0,-0.74,-0.2,4.89,4.23,-0.66,-0.2,6.04,5.47,-0.57,-0.12,-0.007,3.4,0.1,0.8
00-0038979,Cedric Tillman,WR,CLE,12,3.33,2.92,-0.41,0.13,4.27,3.79,-0.48,-0.02,5.22,4.67,-0.55,-0.1,0.029,3.25,0.11,0.0
00-0038994,Jordan Addison,WR,MIN,14,7.0,6.14,-0.86,-0.32,8.58,7.64,-0.94,-0.48,10.17,9.14,-1.03,-0.58,-0.088,5.64,0.18,0.14
00-0038996,Tucker Kraft,TE,GB,8,4.99,10.12,5.13,5.33,6.95,12.12,5.17,5.32,8.9,14.12,5.22,5.35,0.519,5.5,0.19,0.12
00-0038997,Josh Downs,WR,IND,16,4.81,4.5,-0.31,0.23,6.64,6.31,-0.33,0.13,8.46,8.12,-0.34,0.11,0.079,5.5,0.17,0.12
00-0039021,Roschon Johnson,RB,CHI,2,0.49,0.5,0.01,0.76,0.49,0.5,0.01,0.66,0.49,0.5,0.01,0.62,-0.01,0.0,0.0,0.33
00-0039032,Tyjae Spears,RB,TEN,13,5.44,4.15,-1.29,-0.54,6.98,5.88,-1.1,-0.46,8.51,7.62,-0.89,-0.28,-0.042,3.85,0.12,5.54
00-0039040,De'Von Achane,RB,MIA,16,12.48,15.19,2.71,3.46,14.55,17.28,2.73,3.38,16.62,19.38,2.76,3.38,0.339,5.31,0.19,14.88
00-0039041,Elijah Higgins,TE,ARI,15,2.03,1.53,-0.5,-0.3,2.94,2.53,-0.41,-0.26,3.84,3.53,-0.31,-0.18,-0.069,2.18,0.07,0.0
00-0039050,Payne Durham,TE,TB,4,1.24,0.25,-0.99,-0.79,1.55,0.38,-1.17,-1.02,1.86,0.5,-1.36,-1.23,-0.112,0.5,0.02,0.0
00-0039062,Jonathan Mingo,WR,DAL,5,1.23,0.4,-0.83,-0.29,1.49,0.5,-0.99,-0.53,1.76,0.6,-1.16,-0.71,-0.018,1.0,0.03,0.0
00-0039064,Zay Flowers,WR,BAL,17,7.49,8.53,1.04,1.58,9.75,11.06,1.31,1.77,12.0,13.59,1.59,2.04,0.116,6.94,0.3,0.59
00-0039065,Sam LaPorta,TE,DET,9,5.0,6.89,1.89,2.09,6.95,9.11,2.16,2.31,8.9,11.33,2.43,2.56,0.184,5.44,0.18,0.0
00-0039066,Michael Mayer,TE,LV,12,3.3,2.83,-0.47,-0.27,4.79,4.29,-0.5,-0.35,6.29,5.75,-0.54,-0.41,-0.033,3.85,0.14,0.0
00-0039067,Rashee Rice,WR,KC,8,10.97,11.75,0.78,1.32,14.47,15.06,0.59,1.05,17.97,18.38,0.41,0.86,-0.037,9.75,0.29,0.62
00-0039074,Davis Allen,TE,LA,15,2.59,2.13,-0.46,-0.26,3.41,2.93,-0.48,-0.33,4.23,3.73,-0.5,-0.37,0.015,2.2,0.06,0.0
00-0039075,Puka Nacua,WR,LA,16,12.01,14.75,2.74,3.28,15.52,18.78,3.26,3.72,19.04,22.81,3.77,4.22,0.177,10.38,0.3,0.62
00-0039139,Jahmyr Gibbs,RB,DET,17,13.6,16.24,2.64,3.39,15.78,18.5,2.72,3.36,17.97,20.76,2.79,3.4,0.431,5.53,0.16,14.29
00-0039144,Luke Musgrave,TE,GB,13,2.09,1.46,-0.63,-0.43,2.9,2.38,-0.52,-0.37,3.71,3.31,-0.4,-0.27,-0.021,2.38,0.08,0.0
00-0039146,Jayden Reed,WR,GB,5,4.56,5.4,0.84,1.38,6.03,7.3,1.27,1.73,7.51,9.2,1.69,2.14,0.046,4.4,0.17,0.6
00-0039150,Bryce Young,QB,CAR,16,14.02,12.62,-1.4,-0.11,14.02,12.62,-1.4,-0.11,14.02,12.62,-1.4,-0.11,0.142,0.0,0.0,3.38
00-0039163,C.J. Stroud,QB,HOU,14,15.13,14.29,-0.84,0.45,15.13,14.29,-0.84,0.45,15.13,14.29,-0.84,0.45,-0.084,0.0,0.0,3.43
00-0039164,Anthony Richardson,QB,IND,2,0.93,-0.5,-1.43,-0.14,1.14,-0.25,-1.39,-0.1,1.34,0.0,-1.34,-0.05,-0.05,0.5,0.02,2.0
00-0039165,Zach Charbonnet,RB,SEA,16,10.02,9.5,-0.52,0.23,10.61,10.12,-0.49,0.16,11.19,10.75,-0.44,0.18,0.026,1.5,0.05,11.5
00-0039299,George Holani,RB,SEA,4,3.32,2.5,-0.82,-0.07,3.53,2.75,-0.78,-0.14,3.74,3.0,-0.74,-0.12,0.138,0.2,0.01,2.2
00-0039337,Malik Nabers,WR,NYG,4,11.01,9.5,-1.51,-0.97,13.47,11.75,-1.72,-1.26,15.94,14.0,-1.94,-1.49,-0.118,8.75,0.27,0.0
00-0039338,Brock Bowers,TE,LV,12,7.67,8.75,1.08,1.28,10.02,11.42,1.4,1.55,12.38,14.08,1.7,1.83,0.079,7.17,0.23,0.17
00-0039342,Xavier Legette,WR,CAR,15,4.59,3.33,-1.26,-0.72,5.89,4.5,-1.39,-0.93,7.19,5.67,-1.52,-1.07,-0.05,4.27,0.14,0.07
00-0039355,Luke McCaffrey,WR,WAS,7,2.93,5.43,2.5,3.04,3.56,6.21,2.65,3.11,4.2,7.0,2.8,3.25,0.273,1.67,0.07,0.0
00-0039356,Ja'Tavion Sanders,TE,CAR,11,2.88,1.82,-1.06,-0.86,4.0,3.14,-0.86,-0.71,5.12,4.45,-0.67,-0.54,-0.065,2.83,0.09,0.0
00-0039359,Cade Stover,TE,HOU,6,2.4,0.83,-1.57,-1.37,3.46,1.83,-1.63,-1.48,4.52,2.83,-1.69,-1.56,-0.11,2.67,0.09,0.67
00-0039361,Bucky Irving,RB,TB,10,11.16,10.2,-0.96,-0.21,12.54,11.7,-0.84,-0.19,13.92,13.2,-0.72,-0.1,0.138,3.5,0.11,17.3
00-0039373,Audric Estimé,RB,NO,5,7.49,6.4,-1.09,-0.34,8.54,7.6,-0.94,-0.29,9.58,8.8,-0.78,-0.17,-0.15,2.6,0.07,9.2
00-0039376,Spencer Rattler,QB,NO,9,13.24,10.33,-2.91,-1.62,13.32,10.39,-2.93,-1.64,13.4,10.44,-2.96,-1.67,-0.316,0.22,0.01,3.44
00-0039379,Jamari Thrash,WR,CLE,8,1.25,1.0,-0.25,0.29,1.85,1.62,-0.23,0.23,2.45,2.25,-0.2,0.25,-0.009,1.88,0.06,0.0
00-0039384,Tyrone Tracy Jr.,RB,NYG,15,8.72,7.4,-1.32,-0.57,9.91,8.6,-1.31,-0.66,11.1,9.8,-1.3,-0.68,-0.006,3.2,0.11,11.73
00-0039391,Kimani Vidal,RB,LAC,12,10.03,7.83,-2.2,-1.45,10.75,8.5,-2.25,-1.6,11.48,9.17,-2.31,-1.7,-0.238,1.69,0.05,11.92
00-0039394,Casey Washington,WR,ATL,5,3.52,1.4,-2.12,-1.58,4.28,2.0,-2.28,-1.82,5.04,2.6,-2.44,-1.99,-0.058,2.8,0.08,0.0
00-0039398,Joe Milton III,QB,DAL,4,4.06,1.75,-2.31,-1.02,4.06,1.75,-2.31,-1.02,4.06,1.75,-2.31,-1.02,-0.135,0.0,0.0,1.25
00-0039405,Jawhar Jordan,RB,HOU,4,7.57,5.0,-2.57,-1.82,8.25,5.88,-2.37,-1.72,8.94,6.75,-2.19,-1.58,-0.252,1.75,0.06,10.75
00-0039407,Dylan Laube,RB,LV,4,1.48,0.25,-1.23,-0.48,1.87,0.62,-1.25,-0.6,2.25,1.0,-1.25,-0.64,-0.008,0.24,0.01,0.41
00-0039410,Ryan Flournoy,WR,DAL,13,5.03,5.31,0.28,0.82,6.47,6.85,0.38,0.84,7.91,8.38,0.47,0.92,0.04,3.73,0.11,0.27
00-0039424,Devaughn Vele,WR,NO,9,4.76,4.22,-0.54,0.0,6.05,5.61,-0.44,0.02,7.35,7.0,-0.35,0.1,-0.014,4.33,0.13,0.0
00-0039451,Isaiah Williams,WR,NYJ,9,2.59,3.44,0.85,1.39,3.99,4.89,0.9,1.36,5.4,6.33,0.93,1.38,-0.031,2.4,0.09,0.2
00-0039458,Brenden Bates,TE,CLE,4,1.43,0.75,-0.68,-0.48,1.85,1.25,-0.6,-0.45,2.27,1.75,-0.52,-0.39,-0.075,1.0,0.04,0.0
00-0039491,Jalen Coker,WR,CAR,11,3.92,4.82,0.9,1.44,5.16,6.32,1.16,1.62,6.4,7.82,1.42,1.87,0.133,3.91,0.15,0.0
00-0039521,Xavier Weaver,WR,ARI,6,2.81,0.67,-2.14,-1.6,3.42,1.25,-2.17,-1.71,4.03,1.83,-2.2,-1.75,-0.158,1.86,0.05,0.0
00-0039530,Brevyn Spann-Ford,TE,DAL,10,1.54,1.2,-0.34,-0.14,1.99,1.65,-0.34,-0.19,2.44,2.1,-0.34,-0.21,0.029,0.81,0.03,0.0
00-0039577,Kedon Slovis,QB,ARI,2,0.23,-0.5,-0.73,0.56,0.23,-0.5,-0.73,0.56,0.23,-0.5,-0.73,0.56,-0.005,0.0,0.0,0.0
00-0039589,Kameron Johnson,WR,TB,5,1.89,2.6,0.71,1.25,2.33,3.0,0.67,1.13,2.77,3.4,0.63,1.08,0.16,0.41,0.01,0.12
00-0039603,British Brooks,RB,HOU,3,5.2,2.33,-2.87,-2.12,5.2,2.33,-2.87,-2.22,5.2,2.33,-2.87,-2.26,-0.493,0.0,0.0,2.12
00-0039623,Mason Tipton,WR,NO,6,2.93,1.0,-1.93,-1.39,3.86,1.92,-1.94,-1.48,4.79,2.83,-1.96,-1.51,-0.072,2.12,0.05,0.5
00-0039631,Cam Grandy,TE,CIN,2,0.72,0.0,-0.72,-0.52,1.16,0.5,-0.66,-0.51,1.59,1.0,-0.59,-0.46,-0.03,1.0,0.04,0.0
00-0039648,David Martin-Robinson,TE,TEN,4,1.74,1.75,0.01,0.21,2.23,2.25,0.02,0.17,2.73,2.75,0.02,0.15,0.103,0.55,0.02,0.0
00-0039686,Colson Yankoff,TE,WAS,3,0.74,0.33,-0.41,-0.21,1.08,0.67,-0.41,-0.26,1.42,1.0,-0.42,-0.29,-0.007,0.3,0.01,0.0
00-0039732,Bo Nix,QB,DEN,17,18.53,17.0,-1.53,-0.24,18.55,17.0,-1.55,-0.26,18.57,17.0,-1.57,-0.28,-0.108,0.06,0.0,4.88
00-0039737,Tip Reiman,TE,ARI,3,1.28,0.33,-0.95,-0.75,1.91,0.83,-1.08,-0.93,2.54,1.33,-1.21,-1.08,-0.01,1.67,0.05,0.0
00-0039738,Blake Corum,RB,LA,17,6.54,6.12,-0.42,0.33,6.85,6.35,-0.5,0.15,7.16,6.59,-0.57,0.05,-0.053,0.82,0.02,8.53
00-0039739,Roman Wilson,WR,PIT,9,2.37,2.56,0.19,0.73,3.06,3.22,0.16,0.62,3.75,3.89,0.14,0.59,0.138,2.33,0.08,0.0
00-0039746,Will Shipley,RB,PHI,11,1.44,0.36,-1.08,-0.33,1.86,0.77,-1.09,-0.45,2.29,1.18,-1.11,-0.5,-0.024,0.86,0.03,1.0
00-0039751,Jordan Whittington,WR,LA,13,1.83,0.85,-0.98,-0.44,2.51,1.54,-0.97,-0.51,3.2,2.23,-0.97,-0.52,-0.049,1.67,0.05,0.2
00-0039757,Terrell Jennings,RB,NE,5,2.93,2.2,-0.73,0.02,3.01,2.3,-0.71,-0.06,3.09,2.4,-0.69,-0.07,0.006,0.17,0.01,3.83
00-0039792,Devontez Walker,WR,BAL,5,2.99,6.0,3.01,3.55,3.32,6.6,3.28,3.74,3.65,7.2,3.55,4.0,0.354,1.0,0.04,0.0
00-0039793,AJ Barner,TE,SEA,17,4.48,5.12,0.64,0.84,5.92,6.65,0.73,0.88,7.36,8.18,0.82,0.95,0.115,4.0,0.14,0.59
00-0039794,Braelon Allen,RB,NYJ,4,3.74,2.75,-0.99,-0.24,4.01,3.0,-1.01,-0.36,4.28,3.25,-1.03,-0.42,-0.013,0.75,0.03,4.5
00-0039796,Rasheen Ali,RB,BAL,8,1.41,1.5,0.09,0.84,1.94,2.06,0.12,0.76,2.47,2.62,0.15,0.76,0.096,0.73,0.04,0.47
00-0039798,Isaiah Davis,RB,NYJ,15,2.7,2.6,-0.1,0.65,3.37,3.3,-0.07,0.57,4.05,4.0,-0.05,0.56,0.007,1.75,0.06,2.69
00-0039816,Anthony Gould,WR,IND,2,0.51,0.0,-0.51,0.03,0.89,0.5,-0.39,0.07,1.26,1.0,-0.26,0.19,-0.02,0.18,0.01,0.0
00-0039847,Theo Johnson,TE,NYG,15,5.33,5.07,-0.26,-0.06,6.89,6.57,-0.32,-0.17,8.46,8.07,-0.39,-0.26,0.024,4.93,0.17,0.0
00-0039849,Marvin Harrison Jr.,WR,ARI,12,7.92,6.75,-1.17,-0.63,9.71,8.46,-1.25,-0.79,11.51,10.17,-1.34,-0.89,-0.116,6.08,0.18,0.0
00-0039851,Drake Maye,QB,NE,17,19.31,19.94,0.63,1.92,19.33,19.97,0.64,1.93,19.35,20.0,0.65,1.94,-0.046,0.06,0.0,6.06
00-0039855,Jalen McMillan,WR,TB,4,4.2,4.0,-0.2,0.34,5.4,5.5,0.1,0.56,6.6,7.0,0.4,0.85,-0.152,3.75,0.11,0.25
00-0039868,Troy Franklin,WR,DEN,17,7.49,6.0,-1.49,-0.95,9.36,7.91,-1.45,-0.99,11.24,9.82,-1.42,-0.97,-0.043,6.12,0.18,0.29
00-0039874,Jaylen Wright,RB,MIA,9,5.58,4.0,-1.58,-0.83,6.0,4.28,-1.72,-1.08,6.41,4.56,-1.85,-1.24,-0.06,1.0,0.04,7.78
00-0039875,Ray Davis,RB,BUF,13,3.8,3.23,-0.57,0.18,4.18,3.62,-0.56,0.08,4.55,4.0,-0.55,0.06,-0.058,0.76,0.03,3.41
00-0039880,Malik Washington,WR,MIA,17,4.2,3.65,-0.55,-0.01,5.54,5.0,-0.54,-0.08,6.88,6.35,-0.53,-0.08,0.022,3.82,0.14,1.0
00-0039884,Tahj Washington,WR,MIA,2,3.03,0.5,-2.53,-1.99,3.66,1.25,-2.41,-1.95,4.28,2.0,-2.28,-1.83,-0.07,2.5,0.09,0.0
00-0039890,Adonai Mitchell,WR,NYJ,16,4.79,3.12,-1.67,-1.13,6.02,4.16,-1.86,-1.4,7.26,5.19,-2.07,-1.62,-0.056,4.62,0.15,0.06
00-0039893,Brian Thomas Jr.,WR,JAX,14,8.45,5.79,-2.66,-2.12,10.34,7.5,-2.84,-2.38,12.22,9.21,-3.01,-2.56,-0.154,6.5,0.19,0.21
00-0039894,Xavier Worthy,WR,KC,14,6.28,4.29,-1.99,-1.45,7.89,5.79,-2.1,-1.64,9.5,7.29,-2.21,-1.76,-0.166,5.21,0.16,0.79
00-0039901,Keon Coleman,WR,BUF,12,6.12,4.92,-1.2,-0.66,7.68,6.5,-1.18,-0.72,9.24,8.08,-1.16,-0.71,0.001,4.92,0.17,0.0
00-0039910,Jayden Daniels,QB,WAS,7,18.14,15.57,-2.57,-1.28,18.14,15.57,-2.57,-1.28,18.14,15.57,-2.57,-1.28,-0.081,0.0,0.0,8.29
00-0039912,Ben Sinnott,TE,WAS,8,1.39,1.62,0.23,0.43,1.94,2.31,0.37,0.52,2.48,3.0,0.52,0.65,0.082,1.44,0.07,0.0
00-0039915,Ladd McConkey,WR,LAC,16,7.36,6.75,-0.61,-0.07,9.45,8.81,-0.64,-0.18,11.54,10.88,-0.66,-0.21,-0.022,6.62,0.21,0.0
00-0039916,Ricky Pearsall,WR,SF,9,7.16,5.22,-1.94,-1.4,8.86,7.22,-1.64,-1.18,10.56,9.22,-1.34,-0.89,-0.232,5.89,0.18,0.22
00-0039917,Michael Penix Jr.,QB,ATL,9,13.95,12.22,-1.73,-0.44,13.95,12.22,-1.73,-0.44,13.95,12.22,-1.73,-0.44,-0.072,0.0,0.0,2.33
00-0039918,Caleb Williams,QB,CHI,17,18.98,17.71,-1.27,0.02,19.02,17.76,-1.26,0.03,19.05,17.82,-1.23,0.06,-0.069,0.12,0.0,4.53
00-0039919,Rome Odunze,WR,CHI,12,9.86,8.08,-1.78,-1.24,12.06,9.92,-2.14,-1.68,14.27,11.75,-2.52,-2.07,-0.004,7.5,0.24,0.0
00-0039920,Malachi Corley,WR,CLE,12,1.61,1.25,-0.36,0.18,2.06,1.71,-0.35,0.11,2.51,2.17,-0.34,0.11,-0.072,1.17,0.05,1.08
00-0039921,Trey Benson,RB,ARI,4,6.99,4.5,-2.49,-1.74,8.59,6.12,-2.47,-1.83,10.18,7.75,-2.43,-1.82,-0.275,4.0,0.13,7.25
00-0039923,J.J. McCarthy,QB,MIN,10,14.88,11.7,-3.18,-1.89,14.88,11.7,-3.18,-1.89,14.88,11.7,-3.18,-1.89,-0.306,0.0,0.0,3.7
00-0040009,Savion Williams,WR,GB,11,1.39,1.0,-0.39,0.15,1.75,1.45,-0.3,0.16,2.11,1.91,-0.2,0.25,0.039,0.83,0.03,0.92
00-0040024,Darius Cooper,WR,PHI,5,2.13,1.2,-0.93,-0.39,2.83,2.1,-0.73,-0.27,3.54,3.0,-0.54,-0.09,-0.06,1.83,0.06,0.0
00-0040078,Brashard Smith,RB,KC,15,3.73,1.93,-1.8,-1.05,4.69,2.77,-1.92,-1.27,5.64,3.6,-2.04,-1.42,-0.123,2.06,0.07,2.59
00-0040122,Ashton Jeanty,RB,LV,17,11.33,10.41,-0.92,-0.17,12.97,12.03,-0.94,-0.29,14.61,13.65,-0.96,-0.34,0.148,4.29,0.15,15.65
00-0040124,Tetairoa McMillan,WR,CAR,17,7.82,7.88,0.06,0.6,9.92,9.94,0.02,0.48,12.02,12.0,-0.02,0.43,0.044,7.18,0.26,0.0
00-0040126,Colston Loveland,TE,CHI,16,6.1,6.25,0.15,0.35,7.81,8.06,0.25,0.4,9.51,9.88,0.37,0.5,0.064,5.12,0.17,0.06
00-0040128,Tyler Warren,TE,IND,17,7.67,6.06,-1.61,-1.41,10.05,8.29,-1.76,-1.61,12.42,10.53,-1.89,-1.76,-0.211,6.59,0.21,0.35
00-0040129,Emeka Egbuka,WR,TB,17,9.15,7.35,-1.8,-1.26,11.5,9.21,-2.29,-1.83,13.85,11.06,-2.79,-2.34,-0.054,7.47,0.24,0.12
00-0040130,Jayden Higgins,WR,HOU,17,4.61,4.76,0.15,0.69,5.79,5.97,0.18,0.64,6.97,7.18,0.21,0.66,0.126,4.0,0.12,0.0
00-0040131,Kyle Williams,WR,NE,13,2.01,2.69,0.68,1.22,2.43,3.08,0.65,1.11,2.84,3.46,0.62,1.07,0.168,1.5,0.05,0.14
00-0040134,Pat Bryant,WR,DEN,12,4.05,3.42,-0.63,-0.09,5.43,4.71,-0.72,-0.26,6.81,6.0,-0.81,-0.36,-0.075,3.77,0.11,0.0
00-0040138,Jaylin Noel,WR,HOU,14,2.75,2.5,-0.25,0.29,3.55,3.43,-0.12,0.34,4.34,4.36,0.02,0.47,0.014,2.06,0.06,0.35
00-0040142,Kaleb Johnson,RB,PIT,10,1.64,0.3,-1.34,-0.59,1.72,0.35,-1.37,-0.73,1.81,0.4,-1.41,-0.8,-0.039,0.2,0.01,2.8
00-0040154,Tai Felton,WR,MIN,3,0.8,0.33,-0.47,0.07,1.2,0.83,-0.37,0.09,1.58,1.33,-0.25,0.2,-0.003,0.25,0.01,0.0
00-0040162,Dylan Sampson,RB,CLE,15,3.88,2.8,-1.08,-0.33,4.92,3.9,-1.02,-0.38,5.96,5.0,-0.96,-0.34,0.033,2.67,0.09,4.33
00-0040164,Jaylin Lane,WR,WAS,13,2.77,2.15,-0.62,-0.08,3.5,2.77,-0.73,-0.27,4.23,3.38,-0.85,-0.4,-0.105,2.13,0.08,0.07
00-0040170,Elic Ayomanor,WR,TEN,16,5.55,4.19,-1.36,-0.82,7.12,5.47,-1.65,-1.19,8.68,6.75,-1.93,-1.48,0.044,5.56,0.18,0.0
00-0040172,Jordan Watkins,WR,SF,2,1.71,0.5,-1.21,-0.67,2.18,1.0,-1.18,-0.72,2.66,1.5,-1.16,-0.71,-0.015,1.5,0.05,0.0
00-0040179,DJ Giddens,RB,IND,5,3.38,1.8,-1.58,-0.83,3.52,1.8,-1.72,-1.08,3.66,1.8,-1.86,-1.25,-0.198,0.4,0.01,5.2
00-0040184,KeAndre Lambert-Smith,WR,LAC,7,2.03,1.43,-0.6,-0.06,2.46,1.79,-0.67,-0.21,2.89,2.14,-0.75,-0.3,0.041,1.2,0.04,0.0
00-0040187,Mitchell Evans,TE,CAR,13,2.05,1.85,-0.2,0.0,2.77,2.58,-0.19,-0.04,3.49,3.31,-0.18,-0.05,0.019,1.79,0.06,0.07
00-0040189,Oronde Gadsden II,TE,LAC,15,5.2,5.0,-0.2,0.0,6.66,6.63,-0.03,0.12,8.12,8.27,0.15,0.28,-0.081,4.6,0.14,0.0
00-0040194,Jackson Hawes,TE,BUF,13,1.95,2.31,0.36,0.56,2.45,2.92,0.47,0.62,2.95,3.54,0.59,0.72,0.096,1.46,0.06,0.0
00-0040198,Ollie Gordon II,RB,MIA,16,3.29,2.31,-0.98,-0.23,3.52,2.53,-0.99,-0.34,3.74,2.75,-0.99,-0.38,0.014,0.53,0.02,4.12
00-0040202,Devin Neal,RB,NO,9,4.42,4.11,-0.31,0.44,5.27,5.06,-0.21,0.44,6.13,6.0,-0.13,0.48,0.108,2.11,0.06,6.33
00-0040205,Kalel Mullings,RB,TEN,3,0.3,0.0,-0.3,0.45,0.3,0.0,-0.3,0.34,0.3,0.0,-0.3,0.32,0.0,0.0,0.0,0.75
00-0040206,Riley Leonard,QB,IND,5,7.47,5.2,-2.27,-0.98,7.47,5.2,-2.27,-0.98,7.47,5.2,-2.27,-0.98,-0.212,0.0,0.0,1.2
00-0040208,Tahj Brooks,RB,CIN,6,1.5,0.33,-1.17,-0.42,1.65,0.42,-1.23,-0.58,1.8,0.5,-1.3,-0.68,-0.01,0.17,0.0,1.33
00-0040218,Jimmy Horn Jr.,WR,CAR,10,1.65,1.1,-0.55,-0.01,2.16,1.65,-0.51,-0.05,2.67,2.2,-0.47,-0.02,-0.03,1.5,0.06,0.8
00-0040234,Quinn Ewers,QB,MIA,4,9.01,7.0,-2.01,-0.72,9.12,7.12,-2.0,-0.71,9.23,7.25,-1.98,-0.69,-0.06,0.25,0.01,2.0
00-0040236,Kyle Monangai,RB,CHI,17,7.66,6.82,-0.84,-0.09,8.36,7.35,-1.01,-0.36,9.06,7.88,-1.18,-0.56,-0.101,1.76,0.06,9.94
00-0040237,Tez Johnson,WR,TB,15,3.83,3.73,-0.1,0.44,4.76,4.67,-0.09,0.37,5.69,5.6,-0.09,0.36,0.161,2.93,0.09,0.47
00-0040238,LeQuint Allen Jr.,RB,JAX,14,1.38,0.57,-0.81,-0.06,1.68,0.93,-0.75,-0.1,1.99,1.29,-0.7,-0.08,-0.048,0.69,0.02,1.44
00-0040242,Jacory Croskey-Merritt,RB,WAS,17,7.13,7.06,-0.07,0.68,7.44,7.32,-0.12,0.52,7.76,7.59,-0.17,0.44,0.074,0.76,0.03,10.29
00-0040259,Gage Larvadain,WR,CLE,7,1.49,0.43,-1.06,-0.52,2.06,0.93,-1.13,-0.67,2.63,1.43,-1.2,-0.75,-0.034,1.08,0.03,0.08
00-0040277,Jahdae Walker,WR,CHI,3,5.17,6.67,1.5,2.04,6.06,7.67,1.61,2.07,6.96,8.67,1.71,2.16,0.257,1.67,0.05,0.0
00-0040311,Theo Wease Jr.,WR,MIA,3,3.91,6.33,2.42,2.96,4.84,7.33,2.49,2.95,5.77,8.33,2.56,3.01,0.2,3.33,0.13,0.0
00-0040363,Keleki Latu,TE,BUF,2,1.36,1.5,0.14,0.34,2.11,2.5,0.39,0.54,2.86,3.5,0.64,0.77,-0.015,1.33,0.05,0.0
00-0040398,Brady Cook,QB,NYJ,5,9.37,5.0,-4.37,-3.08,9.37,5.0,-4.37,-3.08,9.37,5.0,-4.37,-3.08,-0.274,0.0,0.0,2.6
00-0040432,Beaux Collins,WR,NYG,3,2.4,0.33,-2.07,-1.53,2.95,0.67,-2.28,-1.82,3.49,1.0,-2.49,-2.04,-0.18,1.5,0.05,0.0
00-0040466,Raheim Sanders,RB,CLE,4,6.84,3.75,-3.09,-2.34,7.21,4.12,-3.09,-2.44,7.58,4.5,-3.08,-2.46,-0.353,1.0,0.04,6.75
00-0040494,Max Brosmer,QB,MIN,7,3.37,0.0,-3.37,-2.08,3.37,0.0,-3.37,-2.08,3.37,0.0,-3.37,-2.08,-0.224,0.0,0.0,1.0
00-0040509,Ben Yurosek,TE,MIN,2,0.97,0.0,-0.97,-0.77,1.57,0.5,-1.07,-0.92,2.16,1.0,-1.16,-1.03,0.0,0.5,0.02,0.0
00-0040522,Xavier Restrepo,WR,TEN,2,3.91,1.5,-2.41,-1.87,4.86,2.25,-2.61,-2.15,5.8,3.0,-2.8,-2.35,-0.24,3.5,0.09,0.0
00-0040534,Ke'Shawn Williams,WR,CIN,3,0.84,0.0,-0.84,-0.3,0.98,0.17,-0.81,-0.35,1.12,0.33,-0.79,-0.34,-0.03,0.09,0.0,0.18
00-0040547,Nate Carter,RB,ATL,2,2.39,1.5,-0.89,-0.14,2.39,1.5,-0.89,-0.24,2.39,1.5,-0.89,-0.28,-0.015,0.0,0.0,4.5
00-0040556,Corey Kiner,RB,ARI,4,1.95,1.5,-0.45,0.3,2.21,1.75,-0.46,0.18,2.48,2.0,-0.48,0.14,-0.048,0.75,0.03,3.0
00-0040563,Efton Chism III,WR,NE,2,2.35,6.5,4.15,4.69,2.73,7.25,4.52,4.98,3.11,8.0,4.89,5.34,0.305,0.38,0.02,0.0
00-0040581,Dont'e Thornton Jr.,WR,LV,11,3.11,1.0,-2.11,-1.57,3.89,1.45,-2.44,-1.98,4.68,1.91,-2.77,-2.32,-0.095,2.73,0.1,0.0
00-0040582,Arian Smith,WR,NYJ,12,1.37,0.25,-1.12,-0.58,1.74,0.54,-1.2,-0.74,2.1,0.83,-1.27,-0.82,-0.04,1.23,0.04,0.31
00-0040583,Woody Marks,RB,HOU,16,9.4,6.69,-2.71,-1.96,10.2,7.44,-2.76,-2.11,11.0,8.19,-2.81,-2.2,-0.184,2.25,0.07,12.25
00-0040584,Gunnar Helm,TE,TEN,16,3.04,2.44,-0.6,-0.4,4.22,3.81,-0.41,-0.26,5.4,5.19,-0.21,-0.08,-0.023,3.44,0.11,0.0
00-0040586,Jaydon Blue,RB,DAL,5,4.6,3.2,-1.4,-0.65,4.69,3.3,-1.39,-0.74,4.77,3.4,-1.37,-0.76,0.024,0.2,0.01,7.6
