year,pid,name,pos,pred
2024,00-0036328,Antonio Gibson,RB,4.87
2024,00-0036360,Clyde Edwards-Helaire,RB,2.95
2024,00-0036370,Joshua Kelley,RB,2.28
2024,00-0036414,Cam Akers,RB,4.47
2024,00-0036555,Chuba Hubbard,RB,6.79
2024,00-0036567,Elijah Mitchell,RB,3.17
2024,00-0036875,Rhamondre Stevenson,RB,8.79
2024,00-0036893,Najee Harris,RB,10.23
2024,00-0036906,Khalil Herbert,RB,5.1
2024,00-0036919,Kenny Gainwell,RB,4.11
2024,00-0036973,Travis Etienne,RB,11.26
2024,00-0036997,Javonte Williams,RB,8.83
2024,00-0037197,Isiah Pacheco,RB,8.31
2024,00-0037228,Jaylen Warren,RB,6.95
2024,00-0037248,James Cook,RB,9.08
2024,00-0037256,Rachaad White,RB,9.14
2024,00-0037258,Dameon Pierce,RB,4.83
2024,00-0037263,Tyler Allgeier,RB,6.1
2024,00-0037267,Jerome Ford,RB,7.62
2024,00-0037276,Ty Chandler,RB,4.32
2024,00-0037286,Kevin Harris,RB,2.86
2024,00-0037525,Jordan Mason,RB,2.33
2024,00-0037746,Brian Robinson,RB,8.39
2024,00-0037840,Kyren Williams,RB,10.71
2024,00-0038040,Zamir White,RB,4.41
2024,00-0038120,Breece Hall,RB,11.94
2024,00-0038134,Kenneth Walker III,RB,10.2
2024,00-0038454,Keaton Mitchell,RB,6.57
2024,00-0038542,Bijan Robinson,RB,11.94
2024,00-0038551,Kendre Miller,RB,5.28
2024,00-0038597,Chase Brown,RB,4.07
2024,00-0038611,Chris Rodriguez Jr.,RB,3.19
2024,00-0038705,Emari Demercado,RB,3.38
2024,00-0038794,Jaleel McLaughlin,RB,4.87
2024,00-0039021,Roschon Johnson,RB,5.44
2024,00-0039032,Tyjae Spears,RB,7.2
2024,00-0039040,De'Von Achane,RB,10.58
2024,00-0039139,Jahmyr Gibbs,RB,11.71
2024,00-0039165,Zach Charbonnet,RB,6.56
2024,00-0030035,Adam Thielen,WR,5.65
2024,00-0030279,Keenan Allen,WR,8.16
2024,00-0030431,Robert Woods,WR,3.95
2024,00-0030564,DeAndre Hopkins,WR,5.99
2024,00-0031235,Odell Beckham Jr.,WR,3.01
2024,00-0031236,Brandin Cooks,WR,6.09
2024,00-0031381,Davante Adams,WR,7.63
2024,00-0031408,Mike Evans,WR,8.6
2024,00-0031544,Amari Cooper,WR,6.49
2024,00-0031547,DeVante Parker,WR,1.6
2024,00-0031549,Nelson Agholor,WR,2.78
2024,00-0031588,Stefon Diggs,WR,7.96
2024,00-0032211,Tyler Lockett,WR,7.14
2024,00-0032398,Chris Moore,WR,0.56
2024,00-0032464,Kalif Raymond,WR,2.95
2024,00-0032543,Alex Erickson,WR,0.16
2024,00-0032688,Robbie Chosen,WR,0.25
2024,00-0032775,Demarcus Robinson,WR,4.98
2024,00-0033009,Tyler Boyd,WR,3.73
2024,00-0033040,Tyreek Hill,WR,11.91
2024,00-0033282,Curtis Samuel,WR,4.55
2024,00-0033307,Kendrick Bourne,WR,4.67
2024,00-0033572,Jamal Agnew,WR,0.35
2024,00-0033589,David Moore,WR,-0.31
2024,00-0033591,Noah Brown,WR,3.81
2024,00-0033857,JuJu Smith-Schuster,WR,2.12
2024,00-0033891,Zay Jones,WR,3.11
2024,00-0033908,Cooper Kupp,WR,8.66
2024,00-0033921,Chris Godwin Jr.,WR,7.52
2024,00-0033943,Josh Reynolds,WR,2.59
2024,00-0034054,River Cracraft,WR,1.74
2024,00-0034348,Courtland Sutton,WR,6.47
2024,00-0034386,Justin Watson,WR,3.06
2024,00-0034418,Cedrick Wilson Jr.,WR,2.35
2024,00-0034521,Allen Lazard,WR,3.6
2024,00-0034764,Michael Gallup,WR,2.21
2024,00-0034775,Christian Kirk,WR,6.76
2024,00-0034777,DJ Chark,WR,3.29
2024,00-0034827,DJ Moore,WR,7.96
2024,00-0034837,Calvin Ridley,WR,7.39
2024,00-0034960,Jakobi Meyers,WR,7.54
2024,00-0035208,Olamide Zaccheaus,WR,0.9
2024,00-0035216,Diontae Johnson,WR,4.97
2024,00-0035298,Scott Miller,WR,0.71
2024,00-0035341,Trenton Irwin,WR,0.67
2024,00-0035406,Lil'Jordan Humphrey,WR,0.96
2024,00-0035500,Greg Dortch,WR,1.04
2024,00-0035535,Darius Slayton,WR,4.33
2024,00-0035640,DK Metcalf,WR,9.04
2024,00-0035659,Terry McLaurin,WR,7.48
2024,00-0035662,Marquise Brown,WR,5.7
2024,00-0035676,A.J. Brown,WR,10.32
2024,00-0035719,Deebo Samuel Sr.,WR,7.56
2024,00-0036165,Isaiah Hodgins,WR,1.41
2024,00-0036182,Nick Westbrook-Ikhine,WR,3.3
2024,00-0036196,Gabe Davis,WR,5.38
2024,00-0036252,Michael Pittman,WR,8.55
2024,00-0036259,Jauan Jennings,WR,2.49
2024,00-0036261,Brandon Aiyuk,WR,8.47
2024,00-0036271,Quez Watkins,WR,2.03
2024,00-0036309,Darnell Mooney,WR,4.02
2024,00-0036322,Justin Jefferson,WR,12.01
2024,00-0036345,K.J. Osborn,WR,2.95
2024,00-0036358,CeeDee Lamb,WR,12.68
2024,00-0036387,Jalen Reagor,WR,0.9
2024,00-0036407,Jerry Jeudy,WR,6.17
2024,00-0036410,Tee Higgins,WR,7.73
2024,00-0036550,Rashod Bateman,WR,4.46
2024,00-0036554,Nico Collins,WR,9.15
2024,00-0036613,Jaylen Waddle,WR,8.95
2024,00-0036849,Tutu Atwell,WR,4.64
2024,00-0036900,Ja'Marr Chase,WR,9.99
2024,00-0036912,DeVonta Smith,WR,8.6
2024,00-0036936,Rondale Moore,WR,2.91
2024,00-0036963,Amon-Ra St. Brown,WR,11.11
2024,00-0036980,Elijah Moore,WR,5.37
2024,00-0036988,Josh Palmer,WR,5.99
2024,00-0037238,Drake London,WR,7.65
2024,00-0037239,Chris Olave,WR,9.15
2024,00-0037240,Jameson Williams,WR,4.75
2024,00-0037247,George Pickens,WR,7.29
2024,00-0037257,David Bell,WR,2.61
2024,00-0037261,Khalil Shakir,WR,3.31
2024,00-0037382,Brandon Johnson,WR,1.92
2024,00-0037545,Rashid Shaheed,WR,5.38
2024,00-0037664,Alec Pierce,WR,4.05
2024,00-0037666,Jalen Tolbert,WR,2.45
2024,00-0037740,Garrett Wilson,WR,8.22
2024,00-0037741,Jahan Dotson,WR,4.72
2024,00-0037742,Treylon Burks,WR,3.86
2024,00-0037801,KaVontae Turpin,WR,1.22
2024,00-0037816,Romeo Doubs,WR,5.93
2024,00-0038090,Skyy Moore,WR,2.72
2024,00-0038117,Wan'Dale Robinson,WR,3.72
2024,00-0038124,Christian Watson,WR,7.19
2024,00-0038393,Dontayvion Wicks,WR,4.97
2024,00-0038492,Jason Brownlee,WR,0.72
2024,00-0038543,Jaxon Smith-Njigba,WR,6.3
2024,00-0038544,Quentin Johnston,WR,4.49
2024,00-0038559,Michael Wilson,WR,3.74
2024,00-0038563,Tre Tucker,WR,3.92
2024,00-0038606,Parker Washington,WR,2.25
2024,00-0038612,A.T. Perry,WR,2.61
2024,00-0038619,Andrei Iosivas,WR,2.57
2024,00-0038621,DeMario Douglas,WR,4.26
2024,00-0038752,Jake Bobo,WR,2.61
2024,00-0038938,Jalin Hyatt,WR,3.03
2024,00-0038976,Marvin Mims Jr.,WR,3.71
2024,00-0038977,Tank Dell,WR,7.55
2024,00-0038994,Jordan Addison,WR,7.94
2024,00-0038997,Josh Downs,WR,5.33
2024,00-0039052,Trey Palmer,WR,3.82
2024,00-0039062,Jonathan Mingo,WR,3.95
2024,00-0039064,Zay Flowers,WR,7.52
2024,00-0039067,Rashee Rice,WR,6.73
2024,00-0039075,Puka Nacua,WR,9.0
2024,00-0039146,Jayden Reed,WR,6.92
2024,00-0030061,Zach Ertz,TE,1.98
2024,00-0030506,Travis Kelce,TE,7.11
2024,00-0031260,Logan Thomas,TE,2.75
2024,00-0031610,Darren Waller,TE,3.19
2024,00-0033090,Hunter Henry,TE,3.39
2024,00-0033110,Tyler Higbee,TE,3.7
2024,00-0033217,Mo Alie-Cox,TE,1.75
2024,00-0033288,George Kittle,TE,7.0
2024,00-0033357,Taysom Hill,TE,6.81
2024,00-0033439,Pharaoh Brown,TE,0.49
2024,00-0033858,Jonnu Smith,TE,3.56
2024,00-0033881,Evan Engram,TE,6.01
2024,00-0033885,David Njoku,TE,6.49
2024,00-0033895,Gerald Everett,TE,3.53
2024,00-0034270,Tyler Conklin,TE,4.3
2024,00-0034351,Dallas Goedert,TE,5.52
2024,00-0034383,Dalton Schultz,TE,4.82
2024,00-0034613,Tanner Hudson,TE,1.71
2024,00-0034753,Mark Andrews,TE,6.6
2024,00-0034798,Durham Smythe,TE,3.33
2024,00-0034829,Mike Gesicki,TE,2.12
2024,00-0034830,Hayden Hurst,TE,2.29
2024,00-0035229,T.J. Hockenson,TE,7.09
2024,00-0035249,Josh Oliver,TE,2.19
2024,00-0035329,Donald Parham,TE,2.15
2024,00-0035644,Noah Fant,TE,3.38
2024,00-0035689,Dawson Knox,TE,4.04
2024,00-0036040,Juwan Johnson,TE,3.63
2024,00-0036290,Cole Kmet,TE,5.65
2024,00-0036422,Adam Trautman,TE,3.05
2024,00-0036556,Brevin Jordan,TE,1.63
2024,00-0036637,Noah Gray,TE,2.38
2024,00-0036876,Kylen Granson,TE,3.18
2024,00-0036894,Pat Freiermuth,TE,4.27
2024,00-0036970,Kyle Pitts,TE,5.08
2024,00-0037005,Tommy Tremble,TE,1.91
2024,00-0037292,Andrew Ogletree,TE,2.21
2024,00-0037744,Trey McBride,TE,5.07
2024,00-0037809,Chig Okonkwo,TE,4.21
2024,00-0037838,Isaiah Likely,TE,3.99
2024,00-0038041,Jake Ferguson,TE,6.09
2024,00-0038129,Cade Otton,TE,4.02
2024,00-0038933,Dalton Kincaid,TE,5.65
2024,00-0038996,Tucker Kraft,TE,3.76
2024,00-0039065,Sam LaPorta,TE,7.5
2024,00-0039066,Michael Mayer,TE,2.36
2024,00-0039074,Davis Allen,TE,1.69
2024,00-0039144,Luke Musgrave,TE,4.19
2025,00-0023459,Aaron Rodgers,QB,10.93
2025,00-0026158,Joe Flacco,QB,6.87
2025,00-0026498,Matthew Stafford,QB,15.29
2025,00-0027973,Andy Dalton,QB,7.55
2025,00-0029263,Russell Wilson,QB,12.23
2025,00-0029604,Kirk Cousins,QB,13.19
2025,00-0030565,Geno Smith,QB,14.15
2025,00-0031280,Derek Carr,QB,9.14
2025,00-0031503,Jameis Winston,QB,6.68
2025,00-0033077,Dak Prescott,QB,14.61
2025,00-0033106,Jared Goff,QB,16.1
2025,00-0033119,Jacoby Brissett,QB,4.65
2025,00-0033537,Deshaun Watson,QB,13.58
2025,00-0033662,Cooper Rush,QB,4.39
2025,00-0033873,Patrick Mahomes,QB,17.7
2025,00-0034771,Mason Rudolph,QB,7.01
2025,00-0034796,Lamar Jackson,QB,21.38
2025,00-0034855,Baker Mayfield,QB,18.6
2025,00-0034857,Josh Allen,QB,20.69
2025,00-0034869,Sam Darnold,QB,13.45
2025,00-0035228,Kyler Murray,QB,17.06
2025,00-0035289,Gardner Minshew,QB,6.51
2025,00-0035704,Drew Lock,QB,6.67
2025,00-0035710,Daniel Jones,QB,11.16
2025,00-0035993,Tyler Huntley,QB,6.14
2025,00-0036212,Tua Tagovailoa,QB,15.65
2025,00-0036264,Jordan Love,QB,16.09
2025,00-0036355,Justin Herbert,QB,17.49
2025,00-0036389,Jalen Hurts,QB,20.56
2025,00-0036442,Joe Burrow,QB,17.57
2025,00-0036898,Davis Mills,QB,5.8
2025,00-0036945,Justin Fields,QB,11.91
2025,00-0036971,Trevor Lawrence,QB,15.43
2025,00-0036972,Mac Jones,QB,6.95
2025,00-0037012,Trey Lance,QB,4.56
2025,00-0037834,Brock Purdy,QB,16.1
2025,00-0038102,Kenny Pickett,QB,4.68
2025,00-0038122,Desmond Ridder,QB,3.82
2025,00-0038128,Malik Willis,QB,6.83
2025,00-0038579,Aidan O'Connell,QB,7.85
2025,00-0039150,Bryce Young,QB,14.19
2025,00-0039152,Will Levis,QB,7.99
2025,00-0039163,C.J. Stroud,QB,14.04
2025,00-0039164,Anthony Richardson,QB,12.75
2025,00-0039376,Spencer Rattler,QB,7.36
2025,00-0039732,Bo Nix,QB,14.85
2025,00-0039851,Drake Maye,QB,14.65
2025,00-0039910,Jayden Daniels,QB,17.69
2025,00-0039917,Michael Penix Jr.,QB,7.17
2025,00-0039918,Caleb Williams,QB,15.94
2025,00-0031687,Raheem Mostert,RB,-0.65
2025,00-0032104,Ameer Abdullah,RB,1.69
2025,00-0032764,Derrick Henry,RB,13.44
2025,00-0033280,Christian McCaffrey,RB,8.59
2025,00-0033293,Aaron Jones,RB,8.98
2025,00-0033526,Samaje Perine,RB,2.71
2025,00-0033553,James Conner,RB,10.29
2025,00-0033699,Austin Ekeler,RB,6.66
2025,00-0033897,Joe Mixon,RB,10.49
2025,00-0033906,Alvin Kamara,RB,11.33
2025,00-0033923,Kareem Hunt,RB,6.71
2025,00-0033955,Jeremy McNichols,RB,2.82
2025,00-0034791,Nick Chubb,RB,4.14
2025,00-0034844,Saquon Barkley,RB,16.75
2025,00-0034972,Alexander Mattison,RB,4.03
2025,00-0034975,Justice Hill,RB,5.78
2025,00-0035243,Miles Sanders,RB,2.73
2025,00-0035250,Devin Singletary,RB,5.74
2025,00-0035261,Tony Pollard,RB,9.73
2025,00-0035537,Ty Johnson,RB,4.46
2025,00-0035685,David Montgomery,RB,10.06
2025,00-0035700,Josh Jacobs,RB,12.66
2025,00-0035973,Patrick Taylor,RB,1.58
2025,00-0036139,Rico Dowdle,RB,6.41
2025,00-0036158,J.K. Dobbins,RB,8.12
2025,00-0036223,Jonathan Taylor,RB,12.67
2025,00-0036275,D'Andre Swift,RB,10.06
2025,00-0036328,Antonio Gibson,RB,4.51
2025,00-0036414,Cam Akers,RB,3.13
2025,00-0036555,Chuba Hubbard,RB,10.21
2025,00-0036875,Rhamondre Stevenson,RB,6.92
2025,00-0036893,Najee Harris,RB,7.53
2025,00-0036919,Kenny Gainwell,RB,2.38
2025,00-0036973,Travis Etienne,RB,7.82
2025,00-0036997,Javonte Williams,RB,6.13
2025,00-0037120,Tyler Goodson,RB,2.12
2025,00-0037197,Isiah Pacheco,RB,5.03
2025,00-0037228,Jaylen Warren,RB,5.92
2025,00-0037248,James Cook,RB,11.08
2025,00-0037256,Rachaad White,RB,9.39
2025,00-0037258,Dameon Pierce,RB,2.52
2025,00-0037263,Tyler Allgeier,RB,5.27
2025,00-0037267,Jerome Ford,RB,5.37
2025,00-0037509,Sincere McCormick,RB,2.96
2025,00-0037525,Jordan Mason,RB,5.74
2025,00-0037617,Hassan Haskins,RB,1.11
2025,00-0037746,Brian Robinson,RB,5.98
2025,00-0037840,Kyren Williams,RB,11.1
2025,00-0038040,Zamir White,RB,0.8
2025,00-0038120,Breece Hall,RB,10.72
2025,00-0038134,Kenneth Walker III,RB,9.61
2025,00-0038542,Bijan Robinson,RB,14.81
2025,00-0038551,Kendre Miller,RB,4.21
2025,00-0038555,Tank Bigsby,RB,5.66
2025,00-0038597,Chase Brown,RB,8.69
2025,00-0038611,Chris Rodriguez Jr.,RB,2.98
2025,00-0038685,Chris Brooks,RB,2.91
2025,00-0038705,Emari Demercado,RB,3.26
2025,00-0038794,Jaleel McLaughlin,RB,3.78
2025,00-0038797,Emanuel Wilson,RB,4.24
2025,00-0038951,Sean Tucker,RB,3.96
2025,00-0039021,Roschon Johnson,RB,3.56
2025,00-0039032,Tyjae Spears,RB,5.87
2025,00-0039040,De'Von Achane,RB,9.65
2025,00-0039139,Jahmyr Gibbs,RB,14.08
2025,00-0039165,Zach Charbonnet,RB,7.47
2025,00-0039361,Bucky Irving,RB,9.44
2025,00-0039363,Isaac Guerendo,RB,4.06
2025,00-0039373,Audric Estimé,RB,2.57
2025,00-0039384,Tyrone Tracy Jr.,RB,6.36
2025,00-0039391,Kimani Vidal,RB,1.63
2025,00-0039794,Braelon Allen,RB,5.03
2025,00-0039798,Isaiah Davis,RB,3.43
2025,00-0039875,Ray Davis,RB,5.63
2025,00-0039921,Trey Benson,RB,5.03
2025,00-0030035,Adam Thielen,WR,4.34
2025,00-0030279,Keenan Allen,WR,5.95
2025,00-0030564,DeAndre Hopkins,WR,3.93
2025,00-0031236,Brandin Cooks,WR,2.59
2025,00-0031381,Davante Adams,WR,8.65
2025,00-0031408,Mike Evans,WR,8.65
2025,00-0031544,Amari Cooper,WR,3.34
2025,00-0031588,Stefon Diggs,WR,6.03
2025,00-0032211,Tyler Lockett,WR,2.04
2025,00-0032385,Sterling Shepard,WR,1.33
2025,00-0032464,Kalif Raymond,WR,2.33
2025,00-0032775,Demarcus Robinson,WR,3.14
2025,00-0033040,Tyreek Hill,WR,8.62
2025,00-0033307,Kendrick Bourne,WR,1.82
2025,00-0033375,Tim Patrick,WR,0.23
2025,00-0033536,Mike Williams,WR,1.35
2025,00-0033555,Mack Hollins,WR,1.79
2025,00-0033589,David Moore,WR,0.98
2025,00-0033591,Noah Brown,WR,3.99
2025,00-0033857,JuJu Smith-Schuster,WR,2.22
2025,00-0033908,Cooper Kupp,WR,6.64
2025,00-0033921,Chris Godwin Jr.,WR,7.75
2025,00-0033943,Josh Reynolds,WR,1.79
2025,00-0034272,Marquez Valdes-Scantling,WR,1.86
2025,00-0034348,Courtland Sutton,WR,8.87
2025,00-0034386,Justin Watson,WR,1.21
2025,00-0034407,Ray-Ray McCloud,WR,2.02
2025,00-0034521,Allen Lazard,WR,3.3
2025,00-0034775,Christian Kirk,WR,4.01
2025,00-0034827,DJ Moore,WR,7.95
2025,00-0034837,Calvin Ridley,WR,7.45
2025,00-0034860,Dante Pettis,WR,2.03
2025,00-0034960,Jakobi Meyers,WR,5.22
2025,00-0035208,Olamide Zaccheaus,WR,1.85
2025,00-0035216,Diontae Johnson,WR,3.46
2025,00-0035406,Lil'Jordan Humphrey,WR,2.02
2025,00-0035500,Greg Dortch,WR,3.14
2025,00-0035535,Darius Slayton,WR,4.9
2025,00-0035639,Parris Campbell,WR,0.25
2025,00-0035640,DK Metcalf,WR,7.81
2025,00-0035659,Terry McLaurin,WR,8.71
2025,00-0035676,A.J. Brown,WR,10.67
2025,00-0035719,Deebo Samuel Sr.,WR,4.9
2025,00-0036182,Nick Westbrook-Ikhine,WR,3.92
2025,00-0036196,Gabe Davis,WR,3.0
2025,00-0036252,Michael Pittman,WR,7.66
2025,00-0036259,Jauan Jennings,WR,7.09
2025,00-0036261,Brandon Aiyuk,WR,6.65
2025,00-0036309,Darnell Mooney,WR,6.87
2025,00-0036322,Justin Jefferson,WR,11.64
2025,00-0036358,CeeDee Lamb,WR,10.84
2025,00-0036407,Jerry Jeudy,WR,8.76
2025,00-0036410,Tee Higgins,WR,10.17
2025,00-0036415,Van Jefferson,WR,1.32
2025,00-0036427,Tyler Johnson,WR,2.15
2025,00-0036527,DJ Turner,WR,0.3
2025,00-0036550,Rashod Bateman,WR,6.71
2025,00-0036554,Nico Collins,WR,9.54
2025,00-0036613,Jaylen Waddle,WR,6.9
2025,00-0036849,Tutu Atwell,WR,5.37
2025,00-0036900,Ja'Marr Chase,WR,12.7
2025,00-0036912,DeVonta Smith,WR,9.02
2025,00-0036963,Amon-Ra St. Brown,WR,10.38
2025,00-0036980,Elijah Moore,WR,2.95
2025,00-0036988,Josh Palmer,WR,4.97
2025,00-0037238,Drake London,WR,9.85
2025,00-0037239,Chris Olave,WR,7.04
2025,00-0037240,Jameson Williams,WR,7.56
2025,00-0037247,George Pickens,WR,7.36
2025,00-0037261,Khalil Shakir,WR,6.64
2025,00-0037291,Jalen Nailor,WR,3.04
2025,00-0037545,Rashid Shaheed,WR,5.92
2025,00-0037614,John Metchie III,WR,2.07
2025,00-0037664,Alec Pierce,WR,6.24
2025,00-0037666,Jalen Tolbert,WR,5.21
2025,00-0037740,Garrett Wilson,WR,8.83
2025,00-0037801,KaVontae Turpin,WR,3.22
2025,00-0037816,Romeo Doubs,WR,5.68
2025,00-0037837,Calvin Austin III,WR,4.0
2025,00-0038117,Wan'Dale Robinson,WR,6.25
2025,00-0038124,Christian Watson,WR,5.05
2025,00-0038393,Dontayvion Wicks,WR,3.94
2025,00-0038465,Malik Heath,WR,1.75
2025,00-0038543,Jaxon Smith-Njigba,WR,8.25
2025,00-0038544,Quentin Johnston,WR,6.5
2025,00-0038559,Michael Wilson,WR,4.77
2025,00-0038563,Tre Tucker,WR,3.97
2025,00-0038606,Parker Washington,WR,2.22
2025,00-0038608,Kayshon Boutte,WR,3.62
2025,00-0038619,Andrei Iosivas,WR,3.99
2025,00-0038621,DeMario Douglas,WR,4.17
2025,00-0038824,Ryan Miller,WR,1.58
2025,00-0038976,Marvin Mims Jr.,WR,4.03
2025,00-0038977,Tank Dell,WR,5.54
2025,00-0038979,Cedric Tillman,WR,4.33
2025,00-0038994,Jordan Addison,WR,8.4
2025,00-0038997,Josh Downs,WR,6.97
2025,00-0039064,Zay Flowers,WR,8.13
2025,00-0039067,Rashee Rice,WR,7.22
2025,00-0039075,Puka Nacua,WR,9.35
2025,00-0039146,Jayden Reed,WR,5.74
2025,00-0039337,Malik Nabers,WR,10.64
2025,00-0039342,Xavier Legette,WR,4.38
2025,00-0039386,Bub Means,WR,3.35
2025,00-0039424,Devaughn Vele,WR,3.36
2025,00-0039491,Jalen Coker,WR,3.51
2025,00-0039849,Marvin Harrison Jr.,WR,8.72
2025,00-0039855,Jalen McMillan,WR,4.7
2025,00-0039893,Brian Thomas Jr.,WR,7.47
2025,00-0039894,Xavier Worthy,WR,7.26
2025,00-0039901,Keon Coleman,WR,6.62
2025,00-0039915,Ladd McConkey,WR,7.99
2025,00-0039916,Ricky Pearsall,WR,4.74
2025,00-0039919,Rome Odunze,WR,6.26
2025,00-0030061,Zach Ertz,TE,4.74
2025,00-0030506,Travis Kelce,TE,5.62
2025,00-0032392,Austin Hooper,TE,2.59
2025,00-0032394,Nick Vannett,TE,-0.11
2025,00-0033090,Hunter Henry,TE,4.76
2025,00-0033288,George Kittle,TE,7.59
2025,00-0033357,Taysom Hill,TE,7.53
2025,00-0033858,Jonnu Smith,TE,5.1
2025,00-0033881,Evan Engram,TE,4.28
2025,00-0033885,David Njoku,TE,5.56
2025,00-0034159,Will Dissly,TE,3.35
2025,00-0034270,Tyler Conklin,TE,3.22
2025,00-0034351,Dallas Goedert,TE,5.9
2025,00-0034364,Jordan Akins,TE,1.95
2025,00-0034383,Dalton Schultz,TE,3.94
2025,00-0034753,Mark Andrews,TE,5.81
2025,00-0034829,Mike Gesicki,TE,4.42
2025,00-0034981,Foster Moreau,TE,3.07
2025,00-0035229,T.J. Hockenson,TE,4.96
2025,00-0035249,Josh Oliver,TE,2.42
2025,00-0035644,Noah Fant,TE,3.71
2025,00-0035689,Dawson Knox,TE,3.08
2025,00-0036040,Juwan Johnson,TE,3.7
2025,00-0036290,Cole Kmet,TE,3.07
2025,00-0036422,Adam Trautman,TE,2.26
2025,00-0036637,Noah Gray,TE,3.37
2025,00-0036894,Pat Freiermuth,TE,4.56
2025,00-0036970,Kyle Pitts,TE,5.17
2025,00-0037005,Tommy Tremble,TE,2.57
2025,00-0037086,Grant Calcaterra,TE,2.03
2025,00-0037744,Trey McBride,TE,8.17
2025,00-0037809,Chig Okonkwo,TE,3.69
2025,00-0037838,Isaiah Likely,TE,4.46
2025,00-0038041,Jake Ferguson,TE,4.27
2025,00-0038129,Cade Otton,TE,5.57
2025,00-0038547,Luke Schoonmaker,TE,2.3
2025,00-0038933,Dalton Kincaid,TE,4.8
2025,00-0038935,Brenton Strange,TE,2.98
2025,00-0038996,Tucker Kraft,TE,5.18
2025,00-0039050,Payne Durham,TE,1.32
2025,00-0039065,Sam LaPorta,TE,6.87
2025,00-0039338,Brock Bowers,TE,7.4
2025,00-0039356,Ja'Tavion Sanders,TE,3.01
2025,00-0039793,AJ Barner,TE,2.56
2025,00-0039847,Theo Johnson,TE,2.82
