season,week,game_id,player_id,team,name,position,opportunities,rush_att,tgt,team_targets,target_share,receptions,rushing_yards,receiving_yards,air_yds,air_yards_known_targets,tgt_rz,tgt_rz_lt20,tgt_ez,ftn_catchable_targets,ftn_drops,ftn_catchable_known_targets,ftn_drop_known_targets,ftn_target_coverage,pfr_carries,pfr_yards_before_contact,pfr_status
2026,1,2026_01_DEN_KC,00-0033873,KC,Patrick Mahomes,QB,4.00000000,4.00000000,0.00000000,25.00000000,0.00000000,0,23,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,7.00000000,,carry_mismatch
2026,1,2026_01_BAL_IND,00-0034796,BAL,Lamar Jackson,QB,4.00000000,4.00000000,0.00000000,24.00000000,0.00000000,0,40,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,7.00000000,,carry_mismatch
2026,1,2026_01_TB_CIN,00-0034855,TB,Baker Mayfield,QB,4.00000000,4.00000000,0.00000000,27.00000000,0.00000000,0,30,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,5.00000000,,carry_mismatch
2026,1,2026_01_BUF_HOU,00-0034857,BUF,Josh Allen,QB,5.00000000,5.00000000,0.00000000,29.00000000,0.00000000,0,23,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,6.00000000,,carry_mismatch
2026,1,2026_01_NE_SEA,00-0034869,SEA,Sam Darnold,QB,0.00000000,0.00000000,0.00000000,24.00000000,0.00000000,0,0,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,,,unavailable
2026,1,2026_01_GB_MIN,00-0035228,MIN,Kyler Murray,QB,2.00000000,2.00000000,0.00000000,24.00000000,0.00000000,0,9,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,9.00000000,available
2026,1,2026_01_NE_SEA,00-0035704,SEA,Drew Lock,QB,1.00000000,1.00000000,0.00000000,24.00000000,0.00000000,0,13,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,,carry_mismatch
2026,1,2026_01_BAL_IND,00-0035710,IND,Daniel Jones,QB,1.00000000,1.00000000,0.00000000,29.00000000,0.00000000,0,4,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,3.00000000,available
2026,1,2026_01_GB_MIN,00-0036264,GB,Jordan Love,QB,1.00000000,1.00000000,0.00000000,40.00000000,0.00000000,0,0,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,0.00000000,available
2026,1,2026_01_ARI_LAC,00-0036355,LAC,Justin Herbert,QB,5.00000000,5.00000000,0.00000000,27.00000000,0.00000000,0,29,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,5.00000000,27.00000000,available
2026,1,2026_01_WAS_PHI,00-0036389,PHI,Jalen Hurts,QB,5.00000000,5.00000000,0.00000000,22.00000000,0.00000000,0,46,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,7.00000000,,carry_mismatch
2026,1,2026_01_TB_CIN,00-0036442,CIN,Joe Burrow,QB,4.00000000,4.00000000,0.00000000,34.00000000,0.00000000,0,20,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,5.00000000,,carry_mismatch
2026,1,2026_01_CLE_JAX,00-0036971,JAX,Trevor Lawrence,QB,2.00000000,2.00000000,0.00000000,21.00000000,0.00000000,0,3,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,3.00000000,available
2026,1,2026_01_SF_LA,00-0037834,SF,Brock Purdy,QB,5.00000000,5.00000000,0.00000000,34.00000000,0.00000000,0,29,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,5.00000000,27.00000000,available
2026,1,2026_01_CHI_CAR,00-0038102,CAR,Kenny Pickett,QB,1.00000000,1.00000000,0.00000000,34.00000000,0.00000000,0,24,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,24.00000000,available
2026,1,2026_01_MIA_LV,00-0038128,MIA,Malik Willis,QB,6.00000000,6.00000000,0.00000000,27.00000000,0.00000000,0,39,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,6.00000000,37.00000000,available
2026,1,2026_01_SF_LA,00-0039107,LA,Stetson Bennett,QB,1.00000000,1.00000000,0.00000000,27.00000000,0.00000000,0,9,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,9.00000000,available
2026,1,2026_01_CHI_CAR,00-0039150,CAR,Bryce Young,QB,2.00000000,2.00000000,0.00000000,34.00000000,0.00000000,0,10,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,10.00000000,available
2026,1,2026_01_BUF_HOU,00-0039163,HOU,C.J. Stroud,QB,2.00000000,2.00000000,0.00000000,37.00000000,0.00000000,0,15,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,13.00000000,available
2026,1,2026_01_DEN_KC,00-0039732,DEN,Bo Nix,QB,2.00000000,2.00000000,0.00000000,27.00000000,0.00000000,0,2,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,3.00000000,,carry_mismatch
2026,1,2026_01_NE_SEA,00-0039851,NE,Drake Maye,QB,7.00000000,7.00000000,0.00000000,31.00000000,0.00000000,0,47,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,7.00000000,37.00000000,available
2026,1,2026_01_WAS_PHI,00-0039910,WAS,Jayden Daniels,QB,5.00000000,5.00000000,0.00000000,30.00000000,0.00000000,0,31,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,5.00000000,10.00000000,available
2026,1,2026_01_CHI_CAR,00-0039918,CHI,Caleb Williams,QB,10.00000000,10.00000000,0.00000000,26.00000000,0.00000000,0,65,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,10.00000000,64.00000000,available
2026,1,2026_01_NYJ_TEN,00-0040676,TEN,Cam Ward,QB,4.00000000,4.00000000,0.00000000,28.00000000,0.00000000,0,21,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,4.00000000,15.00000000,available
2026,1,2026_01_DAL_NYG,00-0040691,NYG,Jaxson Dart,QB,8.00000000,8.00000000,0.00000000,29.00000000,0.00000000,0,54,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,11.00000000,,carry_mismatch
2026,1,2026_01_NO_DET,00-0040743,NO,Tyler Shough,QB,4.00000000,4.00000000,0.00000000,53.00000000,0.00000000,0,8,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,4.00000000,7.00000000,available
2026,1,2026_01_CLE_JAX,00-0032104,JAX,Ameer Abdullah,RB,5.00000000,4.00000000,1.00000000,21.00000000,0.04761905,1,32,0,-3.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,4.00000000,13.00000000,available
2026,1,2026_01_BAL_IND,00-0032764,BAL,Derrick Henry,RB,25.00000000,24.00000000,1.00000000,24.00000000,0.04166667,1,144,19,-1.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,24.00000000,49.00000000,available
2026,1,2026_01_SF_LA,00-0033280,SF,Christian McCaffrey,RB,18.00000000,10.00000000,8.00000000,34.00000000,0.23529412,5,68,20,-3.00000000,8,0.00000000,0,0.00000000,7,0,8,8,1.00000000,10.00000000,46.00000000,available
2026,1,2026_01_GB_MIN,00-0033293,MIN,Aaron Jones,RB,13.00000000,12.00000000,1.00000000,24.00000000,0.04166667,0,40,0,4.00000000,1,0.00000000,0,0.00000000,0,0,1,1,1.00000000,12.00000000,20.00000000,available
2026,1,2026_01_DAL_NYG,00-0033376,NYG,Patrick Ricard,RB,1.00000000,0.00000000,1.00000000,29.00000000,0.03448276,0,0,0,-4.00000000,1,0.00000000,0,0.00000000,0,0,1,1,1.00000000,,,unavailable
2026,1,2026_01_TB_CIN,00-0033526,CIN,Samaje Perine,RB,8.00000000,5.00000000,3.00000000,34.00000000,0.08823529,3,20,30,3.00000000,3,0.00000000,0,0.00000000,3,0,3,3,1.00000000,5.00000000,12.00000000,available
2026,1,2026_01_WAS_PHI,00-0034844,PHI,Saquon Barkley,RB,17.00000000,15.00000000,2.00000000,22.00000000,0.09090909,1,83,-3,-1.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,15.00000000,20.00000000,available
2026,1,2026_01_BAL_IND,00-0034975,BAL,Justice Hill,RB,7.00000000,6.00000000,1.00000000,24.00000000,0.04166667,1,18,10,-1.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,6.00000000,14.00000000,available
2026,1,2026_01_DAL_NYG,00-0035250,NYG,Devin Singletary,RB,10.00000000,6.00000000,4.00000000,29.00000000,0.13793103,4,16,22,-16.00000000,4,2.00000000,2,0.00000000,3,0,4,4,1.00000000,6.00000000,5.00000000,available
2026,1,2026_01_NYJ_TEN,00-0035261,TEN,Tony Pollard,RB,9.00000000,7.00000000,2.00000000,28.00000000,0.07142857,1,35,-1,24.00000000,2,0.00000000,0,0.00000000,1,0,2,2,1.00000000,7.00000000,26.00000000,available
2026,1,2026_01_BUF_HOU,00-0035685,HOU,David Montgomery,RB,23.00000000,20.00000000,3.00000000,37.00000000,0.08108108,3,60,19,5.00000000,3,1.00000000,1,0.00000000,3,0,3,3,1.00000000,20.00000000,39.00000000,available
2026,1,2026_01_ATL_PIT,00-0036139,PIT,Rico Dowdle,RB,13.00000000,8.00000000,5.00000000,37.00000000,0.13513514,2,15,6,4.00000000,5,0.00000000,0,0.00000000,2,0,5,5,1.00000000,8.00000000,11.00000000,available
2026,1,2026_01_DEN_KC,00-0036158,DEN,J.K. Dobbins,RB,8.00000000,8.00000000,0.00000000,27.00000000,0.00000000,0,36,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,8.00000000,8.00000000,available
2026,1,2026_01_BAL_IND,00-0036223,IND,Jonathan Taylor,RB,23.00000000,19.00000000,4.00000000,29.00000000,0.13793103,3,98,23,0.00000000,4,0.00000000,0,0.00000000,4,0,4,4,1.00000000,19.00000000,54.00000000,available
2026,1,2026_01_CHI_CAR,00-0036265,CAR,AJ Dillon,RB,5.00000000,5.00000000,0.00000000,34.00000000,0.00000000,0,28,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,5.00000000,13.00000000,available
2026,1,2026_01_CHI_CAR,00-0036275,CHI,D'Andre Swift,RB,19.00000000,18.00000000,1.00000000,26.00000000,0.03846154,1,124,10,4.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,18.00000000,52.00000000,available
2026,1,2026_01_GB_MIN,00-0036425,MIN,DeeJay Dallas,RB,1.00000000,0.00000000,1.00000000,24.00000000,0.04166667,1,0,1,1.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,,,unavailable
2026,1,2026_01_CHI_CAR,00-0036555,CAR,Chuba Hubbard,RB,13.00000000,10.00000000,3.00000000,34.00000000,0.08823529,3,49,38,0.00000000,3,1.00000000,1,1.00000000,3,0,3,3,1.00000000,10.00000000,35.00000000,available
2026,1,2026_01_NE_SEA,00-0036875,NE,Rhamondre Stevenson,RB,24.00000000,18.00000000,6.00000000,31.00000000,0.19354839,5,51,44,-6.00000000,6,0.00000000,0,0.00000000,5,0,6,6,1.00000000,18.00000000,17.00000000,available
2026,1,2026_01_TB_CIN,00-0036919,TB,Kenny Gainwell,RB,6.00000000,5.00000000,1.00000000,27.00000000,0.03703704,1,15,3,-5.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,5.00000000,10.00000000,available
2026,1,2026_01_NO_DET,00-0036973,NO,Travis Etienne,RB,18.00000000,9.00000000,9.00000000,53.00000000,0.16981132,7,46,32,-2.00000000,9,2.00000000,2,0.00000000,7,0,9,9,1.00000000,9.00000000,31.00000000,available
2026,1,2026_01_DAL_NYG,00-0036997,DAL,Javonte Williams,RB,17.00000000,12.00000000,5.00000000,30.00000000,0.16666667,5,41,31,-11.00000000,5,2.00000000,2,0.00000000,5,0,5,5,1.00000000,12.00000000,16.00000000,available
2026,1,2026_01_ATL_PIT,00-0037228,PIT,Jaylen Warren,RB,16.00000000,10.00000000,6.00000000,37.00000000,0.16216216,5,46,27,-6.00000000,6,2.00000000,2,0.00000000,5,0,6,6,1.00000000,10.00000000,12.00000000,available
2026,1,2026_01_BUF_HOU,00-0037248,BUF,James Cook,RB,17.00000000,13.00000000,4.00000000,29.00000000,0.13793103,3,57,12,-4.00000000,4,1.00000000,1,0.00000000,4,0,4,4,1.00000000,13.00000000,44.00000000,available
2026,1,2026_01_WAS_PHI,00-0037256,WAS,Rachaad White,RB,9.00000000,7.00000000,2.00000000,30.00000000,0.06666667,2,22,5,-10.00000000,2,1.00000000,1,0.00000000,2,0,2,2,1.00000000,7.00000000,14.00000000,available
2026,1,2026_01_ARI_LAC,00-0037263,ARI,Tyler Allgeier,RB,19.00000000,17.00000000,2.00000000,37.00000000,0.05405405,2,61,9,-5.00000000,2,1.00000000,1,0.00000000,2,0,2,2,1.00000000,17.00000000,45.00000000,available
2026,1,2026_01_GB_MIN,00-0037525,MIN,Jordan Mason,RB,15.00000000,15.00000000,0.00000000,24.00000000,0.00000000,0,59,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,15.00000000,24.00000000,available
2026,1,2026_01_SF_LA,00-0037557,LA,Ronnie Rivers,RB,6.00000000,5.00000000,1.00000000,27.00000000,0.03703704,1,19,5,2.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,5.00000000,8.00000000,available
2026,1,2026_01_ATL_PIT,00-0037746,ATL,Brian Robinson,RB,9.00000000,9.00000000,0.00000000,19.00000000,0.00000000,0,31,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,9.00000000,11.00000000,available
2026,1,2026_01_SF_LA,00-0037840,LA,Kyren Williams,RB,14.00000000,11.00000000,3.00000000,27.00000000,0.11111111,3,41,24,7.00000000,3,0.00000000,0,0.00000000,3,0,3,3,1.00000000,11.00000000,26.00000000,available
2026,1,2026_01_NYJ_TEN,00-0038120,NYJ,Breece Hall,RB,24.00000000,22.00000000,2.00000000,23.00000000,0.08695652,2,102,16,3.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,22.00000000,58.00000000,available
2026,1,2026_01_DEN_KC,00-0038134,KC,Kenneth Walker III,RB,29.00000000,23.00000000,6.00000000,25.00000000,0.24000000,3,173,18,-2.00000000,6,1.00000000,1,0.00000000,5,2,6,6,1.00000000,23.00000000,46.00000000,available
2026,1,2026_01_ARI_LAC,00-0038454,LAC,Keaton Mitchell,RB,4.00000000,4.00000000,0.00000000,27.00000000,0.00000000,0,9,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,4.00000000,1.00000000,available
2026,1,2026_01_NE_SEA,00-0038488,SEA,Brady Russell,RB,2.00000000,0.00000000,2.00000000,24.00000000,0.08333333,2,0,20,6.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,,,unavailable
2026,1,2026_01_ATL_PIT,00-0038542,ATL,Bijan Robinson,RB,31.00000000,21.00000000,10.00000000,19.00000000,0.52631579,8,83,90,-30.00000000,10,0.00000000,0,0.00000000,8,0,10,10,1.00000000,21.00000000,33.00000000,available
2026,1,2026_01_NO_DET,00-0038551,NO,Kendre Miller,RB,9.00000000,9.00000000,0.00000000,53.00000000,0.00000000,0,30,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,9.00000000,19.00000000,available
2026,1,2026_01_WAS_PHI,00-0038555,PHI,Tank Bigsby,RB,1.00000000,1.00000000,0.00000000,22.00000000,0.00000000,0,3,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,2.00000000,available
2026,1,2026_01_TB_CIN,00-0038597,CIN,Chase Brown,RB,22.00000000,16.00000000,6.00000000,34.00000000,0.17647059,5,56,22,-12.00000000,6,1.00000000,1,0.00000000,5,0,6,6,1.00000000,16.00000000,40.00000000,available
2026,1,2026_01_CLE_JAX,00-0038611,JAX,Chris Rodriguez Jr.,RB,6.00000000,6.00000000,0.00000000,21.00000000,0.00000000,0,23,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,6.00000000,9.00000000,available
2026,1,2026_01_GB_MIN,00-0038685,GB,Chris Brooks,RB,8.00000000,7.00000000,1.00000000,40.00000000,0.02500000,0,29,0,-6.00000000,1,0.00000000,0,0.00000000,0,0,1,1,1.00000000,7.00000000,19.00000000,available
2026,1,2026_01_DAL_NYG,00-0038705,DAL,Emari Demercado,RB,2.00000000,2.00000000,0.00000000,30.00000000,0.00000000,0,7,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,0.00000000,available
2026,1,2026_01_DAL_NYG,00-0038738,DAL,Hunter Luepke,RB,1.00000000,1.00000000,0.00000000,30.00000000,0.00000000,0,7,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,7.00000000,available
2026,1,2026_01_NE_SEA,00-0038797,SEA,Emanuel Wilson,RB,2.00000000,2.00000000,0.00000000,24.00000000,0.00000000,0,3,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,3.00000000,available
2026,1,2026_01_NYJ_TEN,00-0039032,TEN,Tyjae Spears,RB,7.00000000,3.00000000,4.00000000,28.00000000,0.14285714,2,12,12,-12.00000000,4,0.00000000,0,0.00000000,4,1,4,4,1.00000000,3.00000000,7.00000000,available
2026,1,2026_01_MIA_LV,00-0039040,MIA,De'Von Achane,RB,16.00000000,11.00000000,5.00000000,27.00000000,0.18518519,4,36,30,4.00000000,5,0.00000000,0,0.00000000,4,0,5,5,1.00000000,11.00000000,21.00000000,available
2026,1,2026_01_NO_DET,00-0039139,DET,Jahmyr Gibbs,RB,34.00000000,29.00000000,5.00000000,39.00000000,0.12820513,5,156,30,-4.00000000,5,0.00000000,0,0.00000000,5,0,5,5,1.00000000,29.00000000,112.00000000,available
2026,1,2026_01_NE_SEA,00-0039299,SEA,George Holani,RB,9.00000000,8.00000000,1.00000000,24.00000000,0.04166667,0,29,0,6.00000000,1,0.00000000,0,0.00000000,0,0,1,1,1.00000000,8.00000000,15.00000000,available
2026,1,2026_01_CHI_CAR,00-0039344,CAR,Jonathon Brooks,RB,6.00000000,4.00000000,2.00000000,34.00000000,0.05882353,1,14,48,30.00000000,2,0.00000000,0,0.00000000,1,0,2,2,1.00000000,4.00000000,8.00000000,available
2026,1,2026_01_TB_CIN,00-0039361,TB,Bucky Irving,RB,15.00000000,8.00000000,7.00000000,27.00000000,0.25925926,7,45,48,-25.00000000,7,0.00000000,0,0.00000000,7,0,7,7,1.00000000,8.00000000,24.00000000,available
2026,1,2026_01_NO_DET,00-0039364,DET,Sione Vaki,RB,3.00000000,2.00000000,1.00000000,39.00000000,0.02564103,1,7,11,2.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,2.00000000,7.00000000,available
2026,1,2026_01_DAL_NYG,00-0039384,NYG,Tyrone Tracy Jr.,RB,2.00000000,2.00000000,0.00000000,29.00000000,0.00000000,0,14,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,2.00000000,5.00000000,available
2026,1,2026_01_BUF_HOU,00-0039471,BUF,Frank Gore Jr.,RB,1.00000000,1.00000000,0.00000000,29.00000000,0.00000000,0,3,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,3.00000000,available
2026,1,2026_01_SF_LA,00-0039738,LA,Blake Corum,RB,10.00000000,10.00000000,0.00000000,27.00000000,0.00000000,0,54,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,10.00000000,42.00000000,available
2026,1,2026_01_WAS_PHI,00-0039746,PHI,Will Shipley,RB,3.00000000,2.00000000,1.00000000,22.00000000,0.04545455,1,4,8,6.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,2.00000000,3.00000000,available
2026,1,2026_01_NYJ_TEN,00-0039794,NYJ,Braelon Allen,RB,11.00000000,10.00000000,1.00000000,23.00000000,0.04347826,0,40,0,0.00000000,1,1.00000000,1,0.00000000,1,0,1,1,1.00000000,10.00000000,14.00000000,available
2026,1,2026_01_GB_MIN,00-0039811,GB,MarShawn Lloyd,RB,14.00000000,13.00000000,1.00000000,40.00000000,0.02500000,0,37,0,18.00000000,1,1.00000000,0,0.00000000,0,0,1,1,1.00000000,13.00000000,24.00000000,available
2026,1,2026_01_MIA_LV,00-0039874,MIA,Jaylen Wright,RB,1.00000000,1.00000000,0.00000000,27.00000000,0.00000000,0,-1,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,-1.00000000,available
2026,1,2026_01_BUF_HOU,00-0039875,BUF,Ray Davis,RB,1.00000000,1.00000000,0.00000000,29.00000000,0.00000000,0,3,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,1.00000000,2.00000000,available
2026,1,2026_01_MIA_LV,00-0040122,LV,Ashton Jeanty,RB,29.00000000,23.00000000,6.00000000,29.00000000,0.20689655,6,102,45,18.00000000,6,4.00000000,4,0.00000000,6,0,6,6,1.00000000,23.00000000,45.00000000,available
2026,1,2026_01_CHI_CAR,00-0040236,CHI,Kyle Monangai,RB,12.00000000,10.00000000,2.00000000,26.00000000,0.07692308,2,100,24,9.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,10.00000000,30.00000000,available
2026,1,2026_01_WAS_PHI,00-0040242,WAS,Jacory Croskey-Merritt,RB,17.00000000,16.00000000,1.00000000,30.00000000,0.03333333,1,63,-7,-7.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,16.00000000,41.00000000,available
2026,1,2026_01_CLE_JAX,00-0040466,CLE,Raheim Sanders,RB,4.00000000,1.00000000,3.00000000,22.00000000,0.13636364,3,1,25,-6.00000000,3,0.00000000,0,0.00000000,3,0,3,3,1.00000000,1.00000000,1.00000000,available
2026,1,2026_01_NE_SEA,00-0040556,NE,Corey Kiner,RB,6.00000000,6.00000000,0.00000000,31.00000000,0.00000000,0,11,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,6.00000000,5.00000000,available
2026,1,2026_01_NE_SEA,00-0040568,NE,Lan Larison,RB,2.00000000,0.00000000,2.00000000,31.00000000,0.06451613,2,0,9,-3.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,,,unavailable
2026,1,2026_01_BUF_HOU,00-0040583,HOU,Woody Marks,RB,10.00000000,9.00000000,1.00000000,37.00000000,0.02702703,1,42,-2,-2.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,9.00000000,24.00000000,available
2026,1,2026_01_ARI_LAC,00-0040666,LAC,Omarion Hampton,RB,12.00000000,12.00000000,0.00000000,27.00000000,0.00000000,0,43,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,12.00000000,18.00000000,available
2026,1,2026_01_DAL_NYG,00-0040715,NYG,Cam Skattebo,RB,18.00000000,18.00000000,0.00000000,29.00000000,0.00000000,0,81,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,18.00000000,24.00000000,available
2026,1,2026_01_CLE_JAX,00-0040719,JAX,Bhayshul Tuten,RB,16.00000000,15.00000000,1.00000000,21.00000000,0.04761905,1,66,22,-5.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,15.00000000,16.00000000,available
2026,1,2026_01_DEN_KC,00-0040730,DEN,RJ Harvey,RB,7.00000000,3.00000000,4.00000000,27.00000000,0.14814815,4,18,23,-22.00000000,4,0.00000000,0,0.00000000,4,0,4,4,1.00000000,3.00000000,11.00000000,available
2026,1,2026_01_CLE_JAX,00-0040784,CLE,Quinshon Judkins,RB,14.00000000,12.00000000,2.00000000,22.00000000,0.09090909,2,33,17,1.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,12.00000000,23.00000000,available
2026,1,2026_01_MIA_LV,00-0040878,LV,Mike Washington Jr.,RB,7.00000000,7.00000000,0.00000000,29.00000000,0.00000000,0,41,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,7.00000000,30.00000000,available
2026,1,2026_01_DEN_KC,00-0041013,KC,Emmett Johnson,RB,10.00000000,8.00000000,2.00000000,25.00000000,0.08000000,2,24,44,-8.00000000,2,0.00000000,0,0.00000000,2,0,2,2,1.00000000,8.00000000,7.00000000,available
2026,1,2026_01_ARI_LAC,00-0041027,ARI,Jeremiyah Love,RB,15.00000000,11.00000000,4.00000000,37.00000000,0.10810811,2,41,9,5.00000000,4,1.00000000,1,0.00000000,3,1,4,4,1.00000000,11.00000000,15.00000000,available
2026,1,2026_01_SF_LA,00-0041052,SF,Kaelon Black,RB,15.00000000,14.00000000,1.00000000,34.00000000,0.02941176,1,65,5,-5.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,14.00000000,48.00000000,available
2026,1,2026_01_WAS_PHI,00-0041096,WAS,Kaytron Allen,RB,4.00000000,4.00000000,0.00000000,30.00000000,0.00000000,0,16,0,0.00000000,0,0.00000000,0,0.00000000,,,0,0,,4.00000000,9.00000000,available
2026,1,2026_01_BAL_IND,00-0041125,IND,Seth McGowan,RB,1.00000000,0.00000000,1.00000000,29.00000000,0.03448276,1,0,0,-2.00000000,1,0.00000000,0,0.00000000,1,0,1,1,1.00000000,,,unavailable
